TowerID,Location,Operator,Band,Traffic,Uptime,Faults,Faults_Class,Uptime_Class,Traffic_per_Fault,Downtime,Fault_Severity_Index,Log_Traffic,Log_Downtime,Log_Traffic_per_Fault,Uptime_Traffic,Traffic_per_Downtime,Traffic_Squared,Uptime_Squared,Traffic_Bin,Uptime_Bin
651,Central,Operator3,2300 MHz,90.58,89.09,0,Low,Low Uptime,90.58,10.909999999999997,5.454999999999998,4.5172129072289495,2.4773783833672085,4.5172129072289495,8069.7722,8.302474793767189,8204.7364,7937.0281,Medium,Low
652,East,Operator1,1800 MHz,77.09,96.15,0,Low,High Uptime,77.09,3.8499999999999934,1.9249999999999967,4.3578620076745835,1.5789787049493904,4.3578620076745835,7412.2035000000005,20.02337662337666,5942.868100000001,9244.8225,Low,High
653,South,Operator3,800 MHz,115.38,99.28,1,Low,High Uptime,115.38,0.7199999999999989,0.8599999999999994,4.756860699228524,0.5423242908253609,4.756860699228524,11454.9264,160.25000000000026,13312.544399999999,9856.5184,Very High,High
654,South,Operator3,1800 MHz,92.32,90.82,3,High,Low Uptime,30.77333333333333,9.180000000000009,6.090000000000003,4.536034447153229,2.3204250111223774,3.4586273635624316,8384.5024,10.056644880174282,8522.982399999999,8248.272399999998,Medium,Medium
655,East,Operator1,800 MHz,92.61,95.06,1,Low,High Uptime,92.61,4.939999999999998,2.969999999999999,4.539137215383653,1.7817091333745532,4.539137215383653,8803.5066,18.746963562753045,8576.6121,9036.4036,Medium,High
656,East,Operator1,2300 MHz,140.82,100.04,3,High,High Uptime,46.94,-0.0400000000000062,1.4799999999999969,4.95455864787585,-0.040821994520261584,3.869950229006238,14087.6328,-3520.4999999994543,19830.272399999998,10008.001600000001,Very High,
657,West,Operator1,800 MHz,86.8,98.34,1,Low,High Uptime,86.8,1.6599999999999966,1.3299999999999983,4.475061500641071,0.9783261227936064,4.475061500641071,8535.912,52.28915662650613,7534.24,9670.7556,Medium,High
658,West,Operator1,2500 MHz,117.99,99.09,5,High,High Uptime,23.598,0.9099999999999966,2.9549999999999983,4.7790394559670615,0.6471032420585368,3.2026651388202185,11691.6291,129.65934065934113,13921.640099999999,9818.8281,Very High,High
659,West,Operator1,800 MHz,66.39,91.32,0,Low,Low Uptime,66.39,8.680000000000007,4.340000000000003,4.2104966389581255,2.270061901288486,4.2104966389581255,6062.734799999999,7.648617511520731,4407.6321,8339.3424,Low,Medium
660,West,Operator2,2500 MHz,111.47,98.74,2,High,High Uptime,55.735,1.2600000000000051,1.6300000000000026,4.72268651941593,0.8153648132841967,4.0383913042429525,11006.547799999998,88.4682539682536,12425.5609,9749.587599999999,High,High
661,West,Operator2,800 MHz,115.19,97.27,0,Low,High Uptime,115.19,2.730000000000004,1.365000000000002,4.755226782194771,1.3164082336557252,4.755226782194771,11204.531299999999,42.19413919413913,13268.7361,9461.452899999998,Very High,High
662,East,Operator1,800 MHz,86.5,91.33,0,Low,Low Uptime,86.5,8.670000000000002,4.335000000000001,4.471638793363568,2.2690283094652033,4.471638793363568,7900.045,9.976931949250286,7482.25,8341.1689,Medium,Medium
663,Central,Operator2,2300 MHz,137.62,107.62,3,High,High Uptime,45.873333333333335,-7.620000000000003,-2.3100000000000023,4.931736376489838,,3.8474489281029056,14810.664400000001,-18.060367454068235,18939.2644,11582.064400000001,Very High,
664,West,Operator3,800 MHz,94.52,100.55,1,Low,High Uptime,94.52,-0.5499999999999972,0.2250000000000014,4.559335649644292,-0.7985076962177653,4.559335649644292,9503.985999999999,-171.85454545454633,8934.0304,10110.3025,Medium,
665,East,Operator3,800 MHz,110.24,94.31,0,Low,Low Uptime,110.24,5.689999999999998,2.844999999999999,4.711690029365764,1.9006138741401366,4.711690029365764,10396.7344,19.3743409490334,12152.8576,8894.376100000001,High,Medium
666,West,Operator1,2100 MHz,84.18,99.01,1,Low,High Uptime,84.18,0.9899999999999948,0.9949999999999974,4.444766664495067,0.6881346387363984,4.444766664495067,8334.661800000002,85.03030303030349,7086.272400000001,9802.9801,Low,High
667,West,Operator1,2300 MHz,77.29,97.25,0,Low,High Uptime,77.29,2.75,1.375,4.360419880919823,1.3217558399823195,4.360419880919823,7516.4525,28.10545454545455,5973.744100000001,9457.5625,Low,High
668,East,Operator3,800 MHz,106.19,94.41,3,High,Low Uptime,35.39666666666667,5.590000000000003,4.295000000000002,4.674602960703428,1.8855533485144162,3.594477195357865,10025.3979,18.99642218246868,11276.3161,8913.248099999999,High,Medium
669,South,Operator1,2300 MHz,100.66,84.51,4,High,Low Uptime,25.165,15.489999999999997,9.744999999999996,4.621633912018757,2.802754136571507,3.264422639824171,8506.776600000001,6.498386055519691,10132.435599999999,7141.940100000001,High,Low
670,East,Operator1,2100 MHz,138.52,99.96,1,Low,High Uptime,138.52,0.0400000000000062,0.5200000000000031,4.938207960160669,0.039220713153287255,4.938207960160669,13846.4592,3462.999999999464,19187.7904,9992.0016,Very High,High
671,East,Operator1,2500 MHz,124.01,98.84,3,High,High Uptime,41.336666666666666,1.1599999999999966,2.0799999999999983,4.828393734102471,0.7701082216960721,3.745653534848118,12257.1484,106.90517241379342,15378.4801,9769.3456,Very High,High
672,West,Operator1,2300 MHz,97.76,92.71,2,High,Low Uptime,48.88,7.290000000000006,4.645000000000003,4.592692664476979,2.1150499691472042,3.9096201208118355,9063.3296,13.410150891632362,9557.017600000001,8595.1441,Medium,Medium
673,East,Operator3,2300 MHz,109.93,99.53,2,High,High Uptime,54.965,0.4699999999999988,1.2349999999999994,4.708899371750568,0.3852624007906441,4.0247264953412305,10941.332900000001,233.8936170212772,12084.604900000002,9906.2209,High,High
674,North,Operator1,800 MHz,129.37,86.67,2,High,Low Uptime,64.685,13.329999999999998,7.664999999999999,4.8703765616746875,2.66235524184008,4.184870588921472,11212.4979,9.70517629407352,16736.5969,7511.6889,Very High,Low
675,South,Operator1,2500 MHz,113.21,97.5,2,High,High Uptime,56.605,2.5,2.25,4.738038859062516,1.252762968495368,4.053609369490017,11037.974999999999,45.284,12816.504099999998,9506.25,Very High,High
676,West,Operator1,2500 MHz,108.16,98.8,1,Low,High Uptime,108.16,1.2000000000000028,1.1000000000000014,4.692814695840138,0.7884573603642715,4.692814695840138,10686.207999999999,90.13333333333311,11698.585599999999,9761.439999999999,High,High
677,South,Operator2,800 MHz,111.83,96.58,2,High,High Uptime,55.915,3.4200000000000017,2.710000000000001,4.725882261150354,1.4861396960896072,4.04155892677718,10800.5414,32.69883040935671,12505.9489,9327.696399999999,High,High
678,North,Operator1,2300 MHz,121.53,90.5,0,Low,Low Uptime,121.53,9.5,4.75,4.808355897961355,2.3513752571634776,4.808355897961355,10998.465,12.792631578947368,14769.5409,8190.25,Very High,Medium
679,East,Operator1,2300 MHz,128.74,98.5,0,Low,High Uptime,128.74,1.5,0.75,4.86553244778491,0.916290731874155,4.86553244778491,12680.890000000001,85.82666666666667,16573.987600000004,9702.25,Very High,High
680,South,Operator3,2100 MHz,72.81,96.06,2,High,High Uptime,36.405,3.9399999999999977,2.969999999999999,4.301494223781961,1.5973653311998306,3.621804385324368,6994.1286,18.47969543147209,5301.2961000000005,9227.5236,Low,High
681,South,Operator2,800 MHz,85.17,104.06,2,High,High Uptime,42.585,-4.060000000000002,-1.0300000000000011,4.4563220892516755,,3.774713054463539,8862.790200000001,-20.97783251231526,7253.9289,10828.4836,Low,
682,South,Operator2,2500 MHz,94.35,84.85,3,High,Low Uptime,31.45,15.150000000000006,9.075000000000005,4.557554332046428,2.781920049668666,3.479700443150099,8005.597499999999,6.227722772277225,8901.922499999999,7199.522499999999,Medium,Low
683,South,Operator3,2500 MHz,106.35,94.07,1,Low,Low Uptime,106.35,5.930000000000007,3.4650000000000034,4.67609452432479,1.9358598132018128,4.67609452432479,10004.3445,17.93423271500841,11310.322499999998,8849.164899999998,High,Medium
684,South,Operator2,2500 MHz,107.64,89.16,3,High,Low Uptime,35.88,10.840000000000003,6.920000000000002,4.688039663810386,2.47148362945586,3.607669398688393,9597.1824,9.929889298892986,11586.3696,7949.5055999999995,High,Low
685,West,Operator3,2500 MHz,74.2,88.43,2,High,Low Uptime,37.1,11.569999999999991,6.784999999999997,4.320151230955794,2.531313022602155,3.6402142821326553,6561.506,6.413137424373384,5505.64,7819.864900000001,Low,Low
686,South,Operator2,1800 MHz,88.53,105.32,1,Low,High Uptime,88.53,-5.319999999999993,-2.1599999999999966,4.494573764646065,,4.494573764646065,9323.979599999999,-16.640977443609046,7837.5609,11092.302399999999,Medium,
687,Central,Operator2,2100 MHz,88.06,99.31,1,Low,High Uptime,88.06,0.6899999999999977,0.8449999999999989,4.489310299893556,0.5247285289349808,4.489310299893556,8745.2386,127.62318840579752,7754.5636,9862.4761,Medium,High
688,East,Operator1,1800 MHz,111.05,90.89,1,Low,Low Uptime,111.05,9.11,5.055,4.718945200246936,2.3135250330323798,4.718945200246936,10093.334499999999,12.189901207464326,12332.102499999999,8260.9921,High,Medium
689,West,Operator1,2100 MHz,95.5,88.88,3,High,Low Uptime,31.83333333333333,11.120000000000005,7.060000000000002,4.56954300834494,2.4948569806411687,3.491444259509933,8488.039999999999,8.588129496402875,9120.25,7899.654399999999,Medium,Low
690,North,Operator1,2500 MHz,93.75,99.72,3,High,High Uptime,31.25,0.2800000000000011,1.6400000000000006,4.5512418439625355,0.24686007793152662,3.4735180432417816,9348.75,334.8214285714273,8789.0625,9944.0784,Medium,High
691,East,Operator2,2500 MHz,98.88,88.82,2,High,Low Uptime,49.44,11.180000000000009,6.590000000000003,4.603969465411573,2.4997952622817516,3.9207845110967185,8782.521599999998,8.844364937388185,9777.2544,7888.992399999999,Medium,Low
692,North,Operator1,800 MHz,70.48,102.94,0,Low,High Uptime,70.48,-2.9399999999999977,-1.4699999999999989,4.2694176902912275,,4.2694176902912275,7255.211200000001,-23.97278911564628,4967.4304,10596.6436,Low,
693,South,Operator2,2100 MHz,113.26,87.35,0,Low,Low Uptime,113.26,12.650000000000006,6.325000000000003,4.738476553296317,2.613739521630969,4.738476553296317,9893.261,8.953359683794464,12827.8276,7630.022499999999,Very High,Low
694,West,Operator3,2100 MHz,143.68,96.96,1,Low,High Uptime,143.68,3.0400000000000063,2.020000000000003,4.974524407083897,1.3962446919730602,4.974524407083897,13931.2128,47.26315789473675,20643.942400000004,9401.2416,Very High,High
695,North,Operator2,2500 MHz,107.12,97.94,3,High,High Uptime,35.70666666666667,2.0600000000000023,2.530000000000001,4.683241721408247,1.1184149159642902,3.602958391606297,10491.3328,51.99999999999994,11474.6944,9592.2436,High,High
696,North,Operator3,2500 MHz,74.93,99.47,1,Low,High Uptime,74.93,0.5300000000000011,0.7650000000000006,4.329811863225142,0.4252677354043448,4.329811863225142,7453.2871000000005,141.37735849056574,5614.504900000001,9894.2809,Low,High
697,North,Operator3,800 MHz,95.84,88.09,1,Low,Low Uptime,95.84,11.909999999999997,6.454999999999998,4.573060132069857,2.5580022048585507,4.573060132069857,8442.545600000001,8.047019311502941,9185.305600000002,7759.8481,Medium,Low
698,West,Operator2,2300 MHz,75.59,91.42,0,Low,Low Uptime,75.59,8.579999999999998,4.289999999999999,4.338466519921502,2.259677591982769,4.338466519921502,6910.437800000001,8.810023310023313,5713.8481,8357.6164,Low,Medium
699,North,Operator3,2300 MHz,101.91,92.63,0,Low,Low Uptime,101.91,7.370000000000003,3.6850000000000014,4.6338548198480005,2.124653884501384,4.6338548198480005,9439.923299999999,13.827679782903658,10385.648099999999,8580.3169,High,Medium
700,East,Operator3,2100 MHz,100.88,104.73,3,High,High Uptime,33.626666666666665,-4.730000000000004,-0.865000000000002,4.623795650111256,,3.544624098126438,10565.1624,-21.32769556025368,10176.774399999998,10968.3729,High,
701,East,Operator2,800 MHz,148.32,96.37,3,High,High Uptime,49.44,3.629999999999996,3.3149999999999977,5.006091654046383,1.5325568680981418,3.9207845110967185,14293.5984,40.85950413223145,21998.822399999997,9287.1769,Very High,High
702,West,Operator3,2300 MHz,143.83,103.46,1,Low,High Uptime,143.83,-3.4599999999999937,-1.2299999999999969,4.975560640812765,,4.975560640812765,14880.6518,-41.56936416184979,20687.068900000002,10703.971599999999,Very High,
703,Central,Operator1,2500 MHz,122.31,85.5,2,High,Low Uptime,61.155,14.5,8.25,4.814701509882439,2.740840023925201,4.129631265243678,10457.505000000001,8.435172413793104,14959.7361,7310.25,Very High,Low
704,West,Operator3,2100 MHz,104.39,98.37,3,High,High Uptime,34.79666666666667,1.6299999999999957,2.3149999999999977,4.657667754945845,0.9669838461896715,3.5778547792020152,10268.8443,64.04294478527625,10897.2721,9676.656900000002,High,High
705,South,Operator1,2500 MHz,86.24,100.49,0,Low,High Uptime,86.24,-0.4899999999999949,-0.2449999999999974,4.468662941333428,-0.6733445532637555,4.468662941333428,8666.257599999999,-176.00000000000182,7437.337599999999,10098.240099999999,Medium,
706,West,Operator2,2300 MHz,66.55,96.9,4,High,High Uptime,16.6375,3.0999999999999943,3.549999999999997,4.212868064406208,1.4109869737102607,2.8700273171789323,6448.695,21.46774193548391,4428.902499999999,9389.61,Low,High
707,South,Operator2,1800 MHz,70.48,96.36,3,High,High Uptime,23.493333333333336,3.640000000000001,3.3200000000000003,4.2694176902912275,1.5347143662381642,3.198400971678815,6791.4528,19.362637362637358,4967.4304,9285.2496,Low,High
708,North,Operator3,1800 MHz,84.13,95.71,2,High,High Uptime,42.065,4.290000000000006,3.145000000000003,4.444179499895966,1.665818245870209,3.7627106022411367,8052.082299999999,19.610722610722583,7077.856899999999,9160.404099999998,Low,High
709,East,Operator3,2100 MHz,139.47,90.77,4,High,Low Uptime,34.8675,9.230000000000004,6.615000000000002,4.944993942842818,2.3253245799635356,3.579831592990408,12659.6919,15.110509209100751,19451.8809,8239.1929,Very High,Medium
710,West,Operator2,1800 MHz,137.51,91.22,1,Low,Low Uptime,137.51,8.780000000000001,4.890000000000001,4.930942525187007,2.280339484046726,4.930942525187007,12543.662199999999,15.661731207289291,18909.000099999997,8321.0884,Very High,Medium
711,Central,Operator3,2300 MHz,70.62,87.44,1,Low,Low Uptime,70.62,12.560000000000002,6.780000000000001,4.271374364570287,2.60712428251225,4.271374364570287,6175.0128,5.622611464968152,4987.184400000001,7645.7536,Low,Low
712,South,Operator2,2500 MHz,109.93,99.92,2,High,High Uptime,54.965,0.0799999999999983,1.0399999999999991,4.708899371750568,0.07696104113612676,4.0247264953412305,10984.205600000001,1374.1250000000293,12084.604900000002,9984.0064,High,High
713,East,Operator2,2300 MHz,98.36,98.33,0,Low,High Uptime,98.36,1.6700000000000017,0.8350000000000009,4.598749618185169,0.9820784724121587,4.598749618185169,9671.7388,58.89820359281431,9674.6896,9668.7889,Medium,High
714,Central,Operator1,2500 MHz,121.8,100.5,2,High,High Uptime,60.9,-0.5,0.75,4.810557015713042,-0.6931471805599453,4.12552017969055,12240.9,-243.6,14835.24,10100.25,Very High,
715,Central,Operator1,2300 MHz,123.83,97.43,1,Low,High Uptime,123.83,2.569999999999993,1.7849999999999966,4.826952811662959,1.2725655957915458,4.826952811662959,12064.7569,48.18287937743203,15333.8689,9492.604900000002,Very High,High
716,Central,Operator3,2300 MHz,99.44,94.53,2,High,Low Uptime,49.72,5.469999999999999,3.735,4.609560534289384,1.867176108512809,3.92632031012897,9400.0632,18.17915904936015,9888.3136,8935.920900000001,High,Medium
717,Central,Operator2,2500 MHz,98.96,91.24,0,Low,Low Uptime,98.96,8.760000000000005,4.380000000000003,4.604770105966751,2.2782924004250016,4.604770105966751,9029.1104,11.296803652968029,9793.0816,8324.737599999999,Medium,Medium
718,North,Operator2,2100 MHz,84.76,89.11,2,High,Low Uptime,42.38,10.89,6.445,4.451552697322492,2.4756977107026903,3.7699985053987284,7552.9636,7.783287419651056,7184.257600000001,7940.5921,Low,Low
719,South,Operator1,1800 MHz,94.28,94.39,2,High,Low Uptime,47.14,5.609999999999999,3.805,4.556819925047044,1.8885836538635947,3.8741134323549256,8899.0892,16.80570409982175,8888.7184,8909.4721,Medium,Medium
720,Central,Operator2,800 MHz,85.0,95.31,0,Low,High Uptime,85.0,4.689999999999998,2.344999999999999,4.454347296253507,1.738710248138239,4.454347296253507,8101.35,18.12366737739873,7225.0,9083.9961,Low,High
721,South,Operator1,2100 MHz,105.89,98.57,0,Low,High Uptime,105.89,1.4300000000000068,0.7150000000000034,4.671800268285854,0.8878912573524599,4.671800268285854,10437.577299999999,74.0489510489507,11212.6921,9716.044899999999,High,High
722,North,Operator2,2500 MHz,68.17,100.47,1,Low,High Uptime,68.17,-0.4699999999999988,0.2650000000000005,4.236567242612494,-0.6348782724359673,4.236567242612494,6849.0399,-145.04255319148973,4647.1489,10094.2209,Low,
723,Central,Operator3,1800 MHz,124.7,96.57,1,Low,High Uptime,124.7,3.430000000000007,2.2150000000000034,4.8338981155962015,1.4883995840570459,4.8338981155962015,12042.278999999999,36.355685131195266,15550.09,9325.764899999998,Very High,High
724,South,Operator2,800 MHz,95.39,102.64,1,Low,High Uptime,95.39,-2.640000000000001,-0.8200000000000003,4.568402461795877,,4.568402461795877,9790.829600000001,-36.132575757575744,9099.2521,10534.9696,Medium,
725,West,Operator2,2500 MHz,121.86,97.84,1,Low,High Uptime,121.86,2.1599999999999966,1.5799999999999983,4.811045495735781,1.1505720275988196,4.811045495735781,11922.7824,56.41666666666676,14849.8596,9572.6656,Very High,High
726,North,Operator2,2300 MHz,97.12,92.53,0,Low,Low Uptime,97.12,7.469999999999999,3.735,4.5861912193902885,2.136530508663963,4.5861912193902885,8986.5136,13.001338688085678,9432.2944,8561.8009,Medium,Medium
727,East,Operator1,800 MHz,96.12,95.47,0,Low,High Uptime,96.12,4.530000000000001,2.265000000000001,4.575947327311188,1.7101878155342436,4.575947327311188,9176.5764,21.218543046357613,9239.0544,9114.5209,Medium,High
728,North,Operator1,2100 MHz,89.95,97.98,4,High,High Uptime,22.4875,2.019999999999996,3.009999999999998,4.5103099049641315,1.105256831386777,3.1564683647395837,8813.301000000001,44.529702970297116,8091.0025000000005,9600.0804,Medium,High
729,South,Operator3,2100 MHz,129.25,93.24,0,Low,Low Uptime,129.25,6.760000000000005,3.3800000000000026,4.869455680633476,2.048982334195128,4.869455680633476,12051.269999999999,19.119822485207084,16705.5625,8693.6976,Very High,Medium
730,North,Operator3,1800 MHz,107.95,104.33,0,Low,High Uptime,107.95,-4.329999999999998,-2.164999999999999,4.690889061390629,,4.690889061390629,11262.4235,-24.930715935334884,11653.202500000001,10884.7489,High,
731,Central,Operator1,1800 MHz,54.04,91.84,0,Low,Low Uptime,54.04,8.159999999999997,4.079999999999998,4.008060193625088,2.2148461786860385,4.008060193625088,4963.0336,6.622549019607845,2920.3215999999998,8434.5856,Low,Medium
