Year,Mo,Dy,Hr,Mn,Sec,Tsunami Event Validity,Tsunami Cause Code,Earthquake Magnitude,Deposits,Country,Location Name,Latitude,Longitude,Maximum Water Height (m),Number of Runups,Tsunami Magnitude (Iida),Tsunami Intensity,Total Deaths,Total Missing,Total Missing Description,Total Injuries,Total Damage ($Mil),Total Damage Description,Total Houses Destroyed,Total Houses Damaged
1931,12,1,,,,1,0,,0,CUBA,NORTHERN COAST (LAS VILLAS),22.8,-80.4,1,2,,,,,,,,1,,
1932,2,3,6,16,,2,1,6.7,0,CUBA,SANTIAGO DE CUBA,20,-75.8,,1,,,,,,,,,,
1932,5,7,,,,-1,9,,0,ITALY,CALABRIAN ARC,,,,0,,,,,,,,,,
1932,6,3,10,36,58.9,4,1,8.1,1,MEXICO,CENTRAL MEXICO,19.623,-103.919,10,19,1.5,2,400,,,120,,3,,
1932,6,18,10,12,33.3,4,1,7.8,0,MEXICO,CENTRAL MEXICO,19.081,-103.631,1,2,1,0.5,,,,,,2,,
1932,6,22,12,59,30.6,4,1,7.7,1,MEXICO,CENTRAL MEXICO,19.242,-104.383,10,6,3.3,1.5,75,,,100,,3,400,
1932,6,29,,,,2,1,,0,MEXICO,S. MEXICO,,,,0,,,,,,,,,,
1932,9,9,13,38,52,2,1,6.2,0,INDONESIA,BANDA SEA,-3.57,128.35,,2,,0,,,,,,3,73,
1932,9,15,13,54,54,2,1,6.8,0,NEW ZEALAND,N. NEW ZEALAND,-39,177.5,,1,,0,,,,,,,,
1932,9,26,19,20,42,1,1,6.9,0,GREECE,NORTH AEGEAN,40.5,23.9,2,2,,3,161,,,669,,4,4106,3218
1932,11,4,,,,1,1,,0,VENEZUELA,CUMANA,10.5,-64.2,,1,,,,,,,,,,
1932,11,10,,,,-1,9,,0,USA,"WILLETTS POINT, NEW YORK",,,5.4,1,,,,,,,,,,
1933,1,8,16,,,4,6,6,1,RUSSIA,"KHARIMKOTAN, N. KURIL ISLANDS",49.12,154.508,9,2,3.2,2,2,,,,,,,
1933,2,23,8,9,12,1,1,7.6,0,CHILE,NORTHERN CHILE,-20,-71,,1,,,,,,,,,,
1933,3,2,17,31,0.9,4,1,8.4,2,JAPAN,SANRIKU,39.224,144.622,29,294,4.9,3.5,3022,,,,,4,6000,
1933,3,11,1,54,7.8,1,9,6.3,0,USA,S. CALIFORNIA,33.616,-117.966,0.1,2,-3.3,-3,120,,,,41,4,,
1933,4,23,5,57,35,1,1,6.4,0,GREECE,"COS, DODECANESE",36.759,27.299,2,1,,2,181,,,600,,3,,
1933,5,19,,,,3,1,,0,TOGO,GOLD COAST,6.9,0.6,,1,,,,,,,,,,
1933,6,18,21,37,0,4,1,7.1,0,JAPAN,SANRIKU,38.1,142.4,0.2,8,-2.3,,,,,,,,,
1933,10,2,15,29,21,3,1,6.9,0,ECUADOR,ECUADOR,-2,-81,,1,0.6,1.5,,,,,,,,
1933,12,12,14,11,18,2,1,,0,PAPUA NEW GUINEA,BISMARCK SEA,-5,151,,3,,,,,,,,1,,
1933,12,25,,,,1,6,,0,PHILIPPINES,E. SAMAR ISLAND,12.77,124.05,,1,0.5,1,9,,,,,3,,
1934,1,15,8,43,18,0,1,8,0,NEPAL,"BIHAR-NEPAL, GANGES RIVER",26.773,86.76,,0,,,10600,,,,,4,,
1934,2,14,3,59,34,4,1,7.9,0,PHILIPPINES,SOUTH CHINA SEA,17.5,119,,1,,0.5,,,,,,1,,
1934,4,7,3,,,4,8,,1,NORWAY,TAFJORD,62.27,7.4,62.3,12,,,41,,,,,,,
1934,6,3,,,,2,1,,0,ICELAND,ICELAND,66,-18.25,,0,,,,,,,,,,
1934,7,18,1,36,24,3,1,7.7,0,PANAMA,COSTA RICA-PANAMA,8,-82.5,,2,1,1.5,,,,4,0.05,1,,
1934,7,18,19,40,24,3,1,7.8,0,SOLOMON ISLANDS,SOLOMON ISLANDS,-11.907,166.731,0.65,3,-0.7,,,,,,,,,
1934,7,21,6,18,23.3,3,1,7.2,0,SOLOMON ISLANDS,SOLOMON ISLANDS,-11.139,165.503,,3,,,,,,,,,,
1934,8,21,,,,0,9,,0,USA,S. CALIFORNIA,33.7,-118.2,12,9,,3,,,,,0.075,1,1,
1934,11,30,2,5,10,4,1,7,0,MEXICO,MEXICO,18.5,-105.5,0.11,1,,,,,,,,,,
1934,12,4,17,24,38,1,1,6.9,0,CHILE,NORTHERN CHILE,-19.5,-69.5,,1,,,,,,,,2,,
1934,12,12,14,15,,1,1,,0,PAPUA NEW GUINEA,BISMARCK SEA,-4.2,152.2,,1,,,,,,,,,,
1935,1,4,14,41,30.8,3,3,6.4,0,TURKEY,MARMARA SEA,40.62,27.451,,0,,2,5,,,30,,3,,
1935,5,30,21,32,46,0,1,7.5,0,PAKISTAN,QUETTA,29.5,66.8,,0,,,60000,,,,25,4,,
1935,7,19,0,50,0,4,1,6.5,0,JAPAN,JAPAN,36.6,141.4,0.2,1,-2.3,,,,,,,,,
1935,8,22,20,0,,1,9,,0,PORTUGAL,AZORES,,,,0,,,,,,,,1,,
1935,9,20,1,46,43.5,3,1,7.8,0,PAPUA NEW GUINEA,BISMARCK SEA,-3.824,141.416,,1,,,,,,,,,,
1935,10,12,16,45,0,4,1,7.2,0,JAPAN,SANRIKU,39.9,143.7,0.3,8,-1.7,-1,,,,,,,,
1935,10,18,0,11,0,4,1,7,0,JAPAN,SANRIKU,40.7,144.3,0.2,2,-2.3,-2,,,,,,,,
1935,11,21,11,41,,1,9,,0,USA,HAWAII,19.5,-155.5,,1,,2,,,,,,1,,
1935,11,25,10,3,3,2,1,6.5,0,INDONESIA,CELEBES SEA,5.5,94,,0,,,,,,,,,,
1935,12,18,7,10,36,0,1,6,0,CHINA,SICHUAN PROVINCE,28.7,103.6,,1,,,100,,,,,2,,
1935,12,28,2,35,0,1,1,7.9,0,INDONESIA,SW. SUMATRA,0.001,98.25,,0,,,,,,,,2,,
1936,2,2,,,,1,9,,0,NEW ZEALAND,"GOOSE BAY, SOUTH ISLAND",,,,0,,,,,,,,,,
1936,2,25,,,,1,0,,0,NAURU,"NAURU, OCEAN ISLAND",-0.5,166.9,,1,,,,,,,,,,
1936,4,1,2,9,15,4,1,7.7,0,INDONESIA,SULAWESI,4.5,126.5,3,2,1.5,2,,,,3,,2,169,
1936,7,13,11,12,15,4,1,7.3,0,CHILE,NORTHERN CHILE,-24.5,-70,1,3,,0.5,1,,,40,,2,,
1936,8,23,21,12,13,2,1,7.3,0,INDONESIA,OFF NORTHWEST COAST,6.1,94.7,,0,,,9,,,20,,2,,
1936,9,13,,,,4,8,,0,NORWAY,LOEN,61.87,6.851,74,5,,,73,,,,,1,,
1936,10,27,15,50,0,4,8,,0,USA,"LITUYA BAY, AK",58.6,-137.1,149.35,1,5.6,4,,,,,,,,
1936,11,2,20,46,0,4,1,7.7,0,JAPAN,SANRIKU,38.2,142.2,0.7,11,-0.5,,,,,,,,,
1936,11,13,12,31,,2,1,7.3,0,RUSSIA,KAMCHATKA,55.2,164,13,1,3.7,2,,,,,,,,
1936,,,,,,3,0,,0,NEW CALEDONIA,NEW CALEDONIA,-20.5,165,2.2,2,,,,,,,,1,,
1937,5,29,,,,4,6,,1,PAPUA NEW GUINEA,RABAUL,-4.271,152.203,2.5,4,1.3,1.5,507,,,,,1,,
1937,8,20,11,59,16,3,1,7.5,0,PHILIPPINES,W. LUZON ISLAND,14.5,121.5,,2,0.5,1,1,,,,,3,,
1937,9,21,21,2,0,3,1,5.7,0,RUSSIA,KAMCHATKA,56,162.5,,0,,1,,,,,,,,
1937,9,21,,,,-1,0,5.8,0,USA,"BERING SEA, AK",58,-165,,0,,1,,,,,,,,
1937,9,22,,,,1,0,5.8,0,RUSSIA,KAMCHATKA,58,165,,0,,,,,,,,,,
1937,11,6,,,,2,1,6,0,INDONESIA,BANDA SEA,-3,132.3,0.5,1,-1,,,,,,,,,
1938,1,28,,,,0,6,,0,CONGO,NYAMURAGIRA,-1.408,29.2,,1,,,,,,,,,,
1938,2,1,19,4,18,4,1,8.5,0,INDONESIA,BANDA SEA,-5.25,130.5,1,5,1,1.5,,,,,,2,24,8
1938,2,6,5,0,,2,0,,0,AUSTRALIA,"BONDI BEACH, SYDNEY",,,,2,,,5,,,35,,,,
1938,2,13,,,,2,1,6,0,INDONESIA,BANDA SEA,-3,132.3,0.5,1,,-0.5,,,,,,1,,
1938,3,6,1,56,,1,1,,0,PAPUA NEW GUINEA,SOLOMON SEA,-5.1,153.1,0.03,1,-3.3,,,,,,,,,
1938,3,22,15,22,0,-1,1,6.3,0,CANADA,BRITISH COLUMBIA,52.2,-131.9,,1,,,,,,,,,,
1938,3,,,,,4,8,,0,NORWAY,WESTERN NORWAY,62.333,6.967,,0,,2,,,,,,,,
1938,5,12,15,38,57,3,1,7.5,0,PAPUA NEW GUINEA,SOLOMON SEA,-6,147.8,,1,1,,,,,,,1,,
1938,5,19,17,8,21,4,1,7.6,0,INDONESIA,MAKASSAR STRAIT,-1,120,3,6,1.6,,17,,,,,3,942,
1938,5,23,7,18,,4,1,7.1,0,JAPAN,JAPAN TRENCH,36.7,141.4,0.83,7,-0.3,,,,,,,,,
1938,5,28,16,42,,4,1,6.1,0,JAPAN,E. HOKKAIDO ISLAND,43.6,144.3,0.9,2,-0.1,,1,,,,,1,7,
1938,6,10,9,53,44.6,4,1,7.6,0,JAPAN,RYUKYU ISLANDS,25.321,125.115,1.5,1,0.6,0,,,,,,1,,
1938,9,21,,,,1,9,,0,USA,NEW JERSEY COAST,39.95,-74.12,,1,,,,,,,,,,
1938,11,5,8,43,21,4,1,7.7,0,JAPAN,SANRIKU,37.1,141.7,0.57,17,0.1,-0.5,1,,,,,1,20,
1938,11,5,10,50,15,4,1,7.6,0,JAPAN,SANRIKU,37.2,141.7,0.56,12,0.1,-0.5,,,,,,,,
1938,11,6,8,53,53,4,1,7.5,0,JAPAN,OFF FUKUSHIMA PREFECTURE,37.5,141.8,1.26,15,0.4,-0.5,,,,,,,,
1938,11,6,21,38,47,4,1,7.1,0,JAPAN,OFF FUKUSHIMA PREFECTURE,37,141.7,1.25,11,0.3,-0.5,,,,,,,,
1938,11,9,2,22,,-1,1,6.5,0,JAPAN,SANRIKU,37.6,141.2,,0,,,,,,,,,,
1938,11,10,20,18,41.2,4,1,8.2,0,USA,"SHUMAGIN ISLANDS, AK",55.48,-158.37,0.3,9,-1.7,,,,,,,,,
1938,11,13,22,31,,4,1,6,0,JAPAN,SANRIKU,37,141.5,0.75,7,-0.5,-1.5,,,,,,,,
1938,11,16,11,8,0,-1,1,6.9,0,JAPAN,SANRIKU,37.4,141.6,,0,,,,,,,,,,
1938,11,22,1,14,0,4,1,6.9,0,JAPAN,SANRIKU,36.7,142.1,0.3,4,-1.7,-2.5,,,,,,,,
1938,11,30,2,29,0,4,1,7,0,JAPAN,SANRIKU,37,142.2,0.2,9,-2.3,-3,,,,,,,,
1939,1,25,3,32,14,1,1,8.3,0,CHILE,CENTRAL CHILE,-36.25,-72.25,,0,,,30000,,,,920,4,,
1939,1,27,20,10,15,1,1,,0,ITALY,CALABRIAN ARC,38.5,14.7,,0,,2,,,,,,,,
1939,1,30,2,18,30,2,1,7.7,0,PAPUA NEW GUINEA,SOLOMON SEA,-7.08,155.386,,3,0.9,1,5,,,,,2,,
1939,3,20,3,22,,4,1,6.6,0,JAPAN,SEIKAIDO,32.3,132,0.8,4,-0.3,0,1,,,,,1,1,
1939,4,18,6,22,45,1,1,7.4,0,CHILE,NORTHERN CHILE,-27,-70.5,,0,,,,,,,,,,
1939,4,30,2,55,29.1,3,1,7.9,0,SOLOMON ISLANDS,SOLOMON ISLANDS,-9.295,159.234,10.5,8,3.4,1.5,12,,,,,2,,
1939,5,1,5,58,,4,1,7,0,JAPAN,NW. HONSHU ISLAND,40.1,139.5,1.2,25,-1.7,0,27,,,52,,2,479,
1939,5,6,17,0,7,1,1,6.5,0,PHILIPPINES,"TAYABAS BAY, SULU SEA",13.5,121.25,,1,,0.5,,,,,,,,
1939,5,8,1,46,53,4,1,6.7,0,PORTUGAL,AZORES,37.198,-24.356,0.2,2,,1,,,,,,2,,
1939,6,22,19,19,33,2,1,6.4,0,GHANA,GOLD COAST,5.568,-0.625,,2,,,22,,,130,,3,1500,
1939,7,24,,,,2,6,,0,GRENADA,KICK 'EM JENNY VOLCANO,12.3,-61.63,2,3,,,,,,,,,,
1939,8,15,3,52,,2,1,5.6,0,CUBA,SANTA CLARA,22.2,-79.1,,1,,,,,,,,,,
1939,12,21,21,0,40,3,1,8,0,INDONESIA,N. MOLUCCAS ISLANDS,0,123,,2,,,,,,,,2,,
1939,12,26,23,57,22.6,4,1,7.7,0,TURKEY,SOUTH BLACK SEA,39.77,39.533,0.53,11,,4,32700,,,100000,20,3,120000,
1940,1,15,13,19,24,2,1,5.1,0,ITALY,NORTHERN SICILY,38.067,13.467,,0,,3,,,,,,,,
1940,5,24,16,33,57,2,1,8.2,0,PERU,CENTRAL PERU,-10.5,-77,2,5,1,1.5,179,,,3500,,3,,
1940,8,1,15,8,24,4,1,7.5,1,JAPAN,W. HOKKAIDO ISLAND,44.2,139.5,5,62,1.8,1.5,10,,,,,2,20,
1940,8,31,7,,,4,8,,0,NORWAY,NORTHERN NORWAY,65.883,13.167,,0,,2,,,,,,2,,
1940,10,4,7,54,42,1,1,7.3,0,CHILE,NORTHERN CHILE,-22,-71,,0,,,,,,,,,,
1940,10,11,18,41,13,1,1,7,0,CHILE,SOUTHERN CHILE,-41.5,-74.5,,0,,,,,,,,,,
1941,1,13,16,27,44.7,4,1,7.4,0,PAPUA NEW GUINEA,BISMARCK SEA,-4.175,152.071,0.15,3,-3.3,-2.5,4,,,,,2,1,
1941,1,20,3,37,1.9,2,1,6,0,CYPRUS,LEVANTIAN SEA,35.221,33.751,,1,,2,,,,,,2,,
1941,2,9,9,44,4,0,1,6.6,0,USA,NORTHERN CALIFORNIA,40.5,-125.25,,3,,,,,,,,1,,
1941,3,16,18,48,,2,1,,0,ITALY,CALABRIAN ARC,38.3,12.2,,0,,2,,,,,,,,
1941,6,26,11,52,3.7,4,1,8,0,INDIA,"ANDAMAN SEA, E. COAST INDIA",11.94,92.626,1.5,2,,,,,,,,4,,
1941,7,7,,,,3,8,,0,SPAIN,"TENERIFE, CANARY ISLANDS",28.48,-16.25,6,2,,,,,,1,,,,
1941,11,18,16,46,,4,1,7.4,0,JAPAN,SEIKAIDO,32,132.1,1.2,11,0.3,0,2,,,,,1,27,
1941,11,25,18,3,57.5,4,1,7.8,0,ATLANTIC OCEAN,AZORES GIBRALTAR FRACTURE ZONE,37.301,-18.966,0.23,14,,2,,,,,,,,
1941,12,5,20,46,58,4,1,7.6,0,COSTA RICA,COSTA RICA-PANAMA,8.7,-83.2,0.23,1,-3.3,-3,6,,,,,2,,
1941,12,6,21,24,40,4,1,6.9,0,COSTA RICA,COSTA RICA-PANAMA,8.5,-84,0.1,1,-3.3,-4,,,,,,,,
1942,5,22,10,30,36,1,1,5.8,0,COLOMBIA,COLOMBIA,4.6,-74.5,1,1,,1,,,,,,2,,
1942,5,,,,,3,0,,0,NEW CALEDONIA,NEW CALEDONIA,-20.6,165,3,2,,,,,,,,,,
1942,8,24,22,50,27,4,3,8.2,0,PERU,S. PERU,-15,-76,2,3,1,1,30,,,25,,3,,
1943,4,6,16,7,15,4,1,8.2,0,CHILE,CENTRAL CHILE,-30.75,-72,1,12,,,11,,,,,1,,
1943,6,13,5,12,0,4,1,7.1,0,JAPAN,SE. HOKKAIDO ISLAND,41.2,143.3,0.6,1,-0.7,-0.5,,,,,,,,
1944,4,9,2,30,,0,8,,0,USA,"COLUMBIA RIVER VALLEY, WA",,,9.14,1,,,,,,,,,,
1944,8,20,6,30,,4,6,,0,ITALY,STROMBOLI ISLAND,38.789,15.213,,1,,4,,,,,,1,1,
1944,9,14,,,,1,9,,0,USA,NEW JERSEY COAST,38.933,-74.9,,1,,,,,,,,,,
1944,10,6,2,34,47.6,3,1,6.7,0,TURKEY,"EDREMIT GULF, AEGEAN SEA",39.509,26.587,,1,,2,30,,,,,4,5500,
1944,12,7,4,35,,4,1,8.1,0,JAPAN,OFF SOUTHEAST COAST KII PENINSULA,34,137.1,10,156,2.9,2.5,1223,,,2135,,3,29205,46950
1944,,,,,,1,0,,0,USA,"CONEY ISLAND, NY",40.3,-74,,1,,,,,,,,,,
1945,1,12,18,38,,4,1,7.1,0,JAPAN,TOKAIDO,34.7,137.2,1,7,-0.7,-0.5,2306,,,896,,4,7221,
1945,2,10,4,57,0,4,1,7.3,0,JAPAN,SANRIKU,40.9,142.1,0.4,1,-1.3,-1.5,2,,,,,,2,
1945,11,27,21,56,50,4,3,8,2,PAKISTAN,MAKRAN COAST,24.5,63,17,39,3.9,,4000,,,,25,4,,
1946,4,1,12,29,1.3,4,3,8.6,11,USA,"UNIMAK ISLAND, AK",53.492,-162.832,42,621,5.1,4,168,,,,26.271,4,,
1946,6,23,17,13,19,4,3,7.3,1,CANADA,BRITISH COLUMBIA,49.87,-124.92,9,5,4.9,2,,,,,,1,,
1946,8,2,19,18,48,2,1,7.9,0,CHILE,NORTHERN CHILE,-26.5,-70.5,,0,,9,2,,,,,3,,
1946,8,4,17,51,5,4,1,7.9,0,DOMINICAN REPUBLIC,NORTHEASTERN COAST,19.25,-69,5,8,2.2,,1790,,,,,3,,
1946,8,8,13,28,33.8,4,1,7.5,0,DOMINICAN REPUBLIC,NORTHEASTERN COAST,19.5,-69.5,0.6,13,,,75,,,,,,,
1946,9,30,0,59,40,2,1,7,0,PERU,S. PERU,-14,-76.25,,0,,,,,,,,2,,
1946,11,1,11,14,24,1,1,7,0,USA,"ANDREANOF ISLANDS, AK",51.5,-174.5,,1,,,,,,,,,,
1946,11,13,6,,,3,6,,0,RUSSIA,N. KURIL ISLANDS,48.092,153.2,,0,,,,,,,,,,
1946,12,20,19,19,5,4,1,8.1,1,JAPAN,HONSHU: S COAST,33,135.6,6.6,304,2.7,2.5,1362,,,,,4,11661,
1947,1,,,,,-1,9,,0,USA,HAWAII,,,,0,,0,,,,,,,,
1947,3,25,20,32,15,3,3,7.1,0,NEW ZEALAND,OFF COAST OF NORTH ISLAND,-38.85,178.87,10,10,3.3,3,,,,,,1,,
1947,5,17,7,6,0,4,1,6.9,0,NEW ZEALAND,OFF COAST OF NORTH ISLAND,-38.42,178.88,6,5,2.6,,,,,,,,,
1947,10,6,19,55,37,3,3,6.9,0,GREECE,"PELOPONNESUS, GREECE",37,22,1,1,,2,3,,,20,,4,7000,
1947,11,4,0,9,10,4,1,7,0,JAPAN,W. HOKKAIDO ISLAND,43.8,141,2,4,1,1,,,,,,1,,
1948,1,24,17,46,40,3,1,8.3,0,PHILIPPINES,SULU SEA,10.5,122,,1,1,1.5,74,,,,3.5,2,,
1948,2,9,12,58,18.4,4,1,7.3,0,GREECE,"DODECANESE, KARPATHOS IS.",35.64,27.158,7.3,11,,4,,,,,,1,,
1948,4,17,16,11,0,4,1,7.2,0,JAPAN,TOKAIDO,33.1,135.6,0.6,3,-0.7,-1,,,,,,,,
1948,4,22,10,42,47.1,4,1,6.5,0,GREECE,IONIAN SEA,38.532,20.427,1,1,,4,2,,,45,,3,244,2022
1948,5,23,9,13,18,2,1,6,0,CHINA,SHANDONG PROVINCE,37.2,121.8,3,1,,,,,,,,1,,
1948,6,1,18,58,18,3,1,6.3,0,INDONESIA,OFF NORTHWEST COAST,6,95,,1,-0.5,0,,,,,,,,
1948,9,8,15,9,0,4,1,7.8,0,TONGA,TONGA TRENCH,-21,-174,2,6,1,1.5,,,,,,,,
1948,12,3,0,22,48,2,1,6.9,0,MEXICO,MEXICO,22,-106,5,1,1,1.5,4,,,21,,3,,
1948,12,26,7,12,21,3,1,7,0,CHILE,NORTHERN CHILE,-22.5,-69,,1,-0.5,0,,,,,,,,
1949,1,27,11,0,0,4,1,5.9,0,RUSSIA,KAMCHATKA,54.6,163.5,,1,,,,,,,,,,
1949,2,9,13,28,39,1,1,,0,GREECE,WEST COAST OF GREECE,38.2,20,,0,,,,,,,,,,
1949,4,13,19,56,,3,3,7,0,USA,"PUGET SOUND, WA",47.167,-122.617,,1,,,8,,,,25,4,,
1949,4,16,10,55,,4,8,,0,USA,"PUGET SOUND, WA",,,2.4,1,,,,,,,,1,,
1949,4,20,3,29,7,2,1,7.3,0,CHILE,CENTRAL CHILE,-38,-73.5,,0,,,,,,,,,,
1949,5,9,13,36,18,2,1,6.7,0,INDONESIA,BANDA ACEH,5,95,,0,,,,,,,,,,
1949,7,23,15,3,35.5,3,1,6.5,0,GREECE,"CHIOS ISLAND, AEGEAN ISLANDS",38.718,26.482,2,4,,2,7,,,435,,4,534,5501
1949,7,27,,,,0,8,,0,USA,"COLUMBIA RIVER VALLEY, WA",,,19.81,1,4.3,,,,,,,1,,
1949,8,22,4,1,0,4,3,8.1,0,CANADA,BRITISH COLUMBIA,53.6,-133.3,0.61,9,-1,,,,,,,,,
1949,9,5,2,54,1,0,1,6.4,0,PHILIPPINES,NORTHERN LUZON ISLAND,17,121.5,0.1,1,,-4,,,,,,,,
1949,9,27,15,30,45,-1,1,6.7,0,USA,"GULF OF ALASKA, AK",59.75,-149,,1,,,,,,,,,,
1949,10,19,21,0,19,4,1,7.5,0,PAPUA NEW GUINEA,SOLOMON SEA,-5.5,154,0.3,5,-1.7,-1,,,,,,,,
1949,12,17,6,53,30,1,1,7.8,0,CHILE,SOUTHERN CHILE,-54,-71,,0,,,1,,,,,1,,
1949,12,17,15,7,55,2,1,7.8,0,CHILE,SOUTHERN CHILE,-54,-71,,2,-0.5,,3,,,,,1,,
1949,12,29,3,3,54,1,1,7.2,0,PHILIPPINES,E. LUZON ISLAND,17,121.63,,2,1,1.5,16,,,,,2,,
1950,1,30,0,56,32,1,1,7,0,CHILE,SOUTHERN CHILE,-53.5,-71.5,,0,,,,,,,,,,
1950,3,14,18,10,41,2,1,5.8,0,NEW ZEALAND,N. NEW ZEALAND,-37.8,177.2,,1,,0,,,,,,,,
1950,4,30,23,49,24,0,1,,0,PANAMA,OFF COAST,6.5,-83,,1,,,,,,,,,,
1950,8,3,22,18,22,2,1,6.4,0,VENEZUELA,EL TOCUYO,9.71,-69.819,,1,,,100,,,,,1,,
1950,8,15,14,9,30,0,1,8.6,0,INDIA,INDIA-CHINA,28.5,96.5,0.5,41,,,1530,,,,20,3,,
1950,10,5,16,9,31,4,1,7.7,0,COSTA RICA,COSTA RICA-NICARAGUA,11,-85,0.1,8,-3.3,-2,,,,,,1,,
1950,10,8,3,23,9,3,1,7.6,0,INDONESIA,BANDA SEA,-3.8,128.3,,2,1.5,2,1,,,,,3,,
1950,10,8,,,,1,8,,0,NORWAY,MID-NORWAY,63.433,10.383,,0,,,,,,,,,,
1950,10,23,16,13,20,4,1,7.5,0,GUATEMALA,GUATEMALA,14.31,-91.917,0.2,5,-1.3,-1,,,,,,3,,
1950,11,8,2,18,12,3,1,7.3,0,SOLOMON ISLANDS,SOLOMON SEA,-10,159.5,1.2,2,,,,,,,,,,
1950,12,2,19,51,49,3,1,7.8,0,VANUATU,VANUATU ISLANDS,-18.25,167.5,2.5,5,,,,,,,,,,
1950,12,10,2,50,42,2,1,7,0,PERU,S. PERU,-14.25,-77.75,0.7,1,-0.5,0,4,,,12,,2,,
1950,12,14,14,15,49,4,1,7.5,0,MEXICO,S. MEXICO,16.48,-98.22,0.3,2,-1.5,,,,,,,3,,
1951,2,22,1,45,48.9,2,1,6.1,0,PAPUA NEW GUINEA,BISMARCK SEA,-3.252,142.238,6,1,,,,,,,,1,,
1951,2,23,16,45,,0,8,,0,USA,"COLUMBIA RIVER VALLEY, WA",,,3,1,1.6,,,,,,0.003,1,,
1951,8,3,0,23,58,1,3,6,0,NICARAGUA,COSIGUINA VOLCANO,13,-87.5,,1,,,,,,,,3,,
1951,8,21,10,57,0,4,1,6.9,0,USA,HAWAII,19.5,-156,3.6,7,1.8,0.5,,,,,,1,,
1951,10,22,5,43,1,4,1,7.3,0,TAIWAN,TAIWAN,23.8,121.7,0.3,2,,,68,,,586,,3,2382,
1951,12,21,8,37,29,0,1,6.3,0,CHINA,CHINA: GANSU AND SHANXI PROVINCES,26.7,100,2,1,,,,,,,,,,
1951,12,22,,,,3,6,,0,SOLOMON ISLANDS,KAVACHI,-9.02,157.95,,0,2.6,,,,,,,,,
1952,1,9,8,,,4,8,,0,NORWAY,MID-NORWAY,64.883,12.417,2,0,,2,,,,,,,,
1952,3,4,1,22,41,4,1,8.1,0,JAPAN,SE. HOKKAIDO ISLAND,42.15,143.85,6.54,218,2.7,2,33,,,572,,3,2422,
1952,3,9,17,4,0,4,1,7,0,JAPAN,SE. HOKKAIDO ISLAND,41.7,143.6,0.3,4,-1.7,-2,,,,17,,2,113,
1952,3,17,3,58,0,4,1,4.5,0,USA,HAWAII,19.1,-155,3,2,,0,,,,,,,,
1952,3,19,10,57,12,4,1,7.8,0,PHILIPPINES,"E. OF MINDANO, PHILIPPINES",9.5,127.25,0.33,5,,,,,,,,1,,
1952,4,10,,,,0,8,,0,USA,"COLUMBIA RIVER VALLEY, WA",,,19.81,1,,,,,,,,,,
1952,5,6,,,,0,9,,0,USA,"LAKE HURON, MI",43.1,-82.4,1.52,3,,,,,,,,,,
1952,5,13,19,32,0,2,1,6.9,0,COSTA RICA,COSTA RICA-PANAMA,10.3,-85.3,0.1,2,-3.3,-3,,,,,,,,
1952,7,13,11,58,33,2,1,6.8,0,VANUATU,OFF EAST COAST OF VANUATU,-18.5,169.25,,2,,,,,,,,,,
1952,9,16,2,50,,4,6,,1,JAPAN,MYOJINSHO SUBMARINE VOLCANO,32.1,139.85,0.15,1,-1,-1,,,,,,,,
1952,9,23,4,20,0,4,6,,1,JAPAN,MYOJINSHO SUBMARINE VOLCANO,32.1,139.85,0.05,1,-1,-1,,,,,,,,
1952,9,24,3,23,0,4,6,,1,JAPAN,MYOJINSHO SUBMARINE VOLCANO,32.1,139.85,0.15,1,-1,,31,,,,,1,,
1952,9,26,3,33,0,4,6,,1,JAPAN,MYOJINSHO SUBMARINE VOLCANO,32.1,139.85,0.1,2,-1,-1,,,,,,,,
1952,10,13,,,,0,8,,0,USA,"COLUMBIA RIVER VALLEY, WA",,,,1,,,,,,,,,,
1952,11,4,16,58,27.9,4,1,9,6,RUSSIA,KAMCHATKA,52.755,160.057,23,327,4.2,4,10000,,,,1,2,,
1952,,,,,,3,8,,0,GREENLAND,"SOUTH COAST OF NUUSSUAQ, GREENLAND",70.3,-53,,1,,,1,,,,,1,,
1953,2,14,,,,0,8,,0,USA,"COLUMBIA RIVER VALLEY, WA",,,,1,,,,,,,,,,
1953,2,15,,,,2,1,5.5,0,PERU,CENTRAL PERU,-12,-77.5,0.7,1,-0.5,,,,,,,,,
1953,2,16,11,43,,0,8,,0,USA,"COLUMBIA RIVER VALLEY, WA",,,4.8,1,,,,,,,,,,
1953,3,11,,,,4,6,,2,JAPAN,MYOJINSHO SUBMARINE VOLCANO,32.1,139.85,6,2,-1,-1,,,,,,,,
1953,3,17,13,4,,3,1,5.8,0,RUSSIA,N. KURIL ISLANDS,50,156.5,3,1,0.6,,,,,,,,,
1953,3,25,,,,4,6,,1,JAPAN,MYOJINSHO SUBMARINE VOLCANO,32.1,139.85,0.05,1,-1,-1,,,,,,,,
1953,4,23,16,24,34,1,1,7.4,0,PAPUA NEW GUINEA,"RABAUL, NEW BRITAIN",-4.449,152.868,,2,,0,,,,,0.013,1,,
1953,5,6,17,16,43,1,1,7.6,0,CHILE,CENTRAL CHILE,-36.5,-72.5,,0,,,9,,,26,500,4,,
1953,5,31,19,58,,2,1,7.2,0,DOMINICAN REPUBLIC,PUERTO PLATA,19.8,-70.7,0.06,1,-3.3,,,,,,,,,
